201001,NAIM60,20200919,130844,60,1,2488,1135,2573,1229,201001/NAIM60/103_WSCT/WSCT0142.JPG
201001,NAIM60,20200919,131144,80,1,2669,1275,2751,1367,201001/NAIM60/103_WSCT/WSCT0145.JPG
201001,NAIM60,20200919,142644,86,1,1994,1088,2082,1226,201001/NAIM60/103_WSCT/WSCT0220.JPG
201001,NAIM60,20200919,142744,42,1,3251,2008,3535,2254,201001/NAIM60/103_WSCT/WSCT0221.JPG
201001,NAIM60,20200919,142844,26,1,3261,2014,3550,2248,201001/NAIM60/103_WSCT/WSCT0222.JPG
201001,NAIM60,20200919,143044,58,1,3244,2003,3530,2251,201001/NAIM60/103_WSCT/WSCT0224.JPG
201001,NAIM60,20200919,143244,65,1,3268,2006,3553,2247,201001/NAIM60/103_WSCT/WSCT0226.JPG
201001,NAIM60,20200919,144044,25,1,3277,2014,3559,2247,201001/NAIM60/103_WSCT/WSCT0234.JPG
201001,NAIM60,20200919,144444,47,1,3262,2010,3541,2244,201001/NAIM60/103_WSCT/WSCT0238.JPG
201001,NAIM60,20200919,144544,65,1,3266,2005,3560,2257,201001/NAIM60/103_WSCT/WSCT0239.JPG
201001,NAIM60,20200919,144644,41,1,3266,1999,3574,2263,201001/NAIM60/103_WSCT/WSCT0240.JPG
201001,NAIM60,20200919,144744,28,1,1162,1493,1227,1555,201001/NAIM60/103_WSCT/WSCT0241.JPG
201001,NAIM60,20200919,145542,72,1,3256,2003,3533,2254,201001/NAIM60/103_WSCT/WSCT0249.JPG
201001,NAIM60,20200919,145642,73,1,3252,2001,3526,2251,201001/NAIM60/103_WSCT/WSCT0250.JPG
201001,NAIM60,20200919,145744,69,1,3256,2004,3536,2245,201001/NAIM60/103_WSCT/WSCT0251.JPG
201001,NAIM60,20200919,150042,73,1,3246,1998,3526,2256,201001/NAIM60/103_WSCT/WSCT0254.JPG
201001,NAIM60,20200919,150144,65,1,3250,1999,3532,2259,201001/NAIM60/103_WSCT/WSCT0255.JPG
201001,NAIM60,20200919,150244,86,1,3250,1999,3537,2257,201001/NAIM60/103_WSCT/WSCT0256.JPG
201001,NAIM60,20200919,150444,70,1,3255,2000,3535,2247,201001/NAIM60/103_WSCT/WSCT0258.JPG
201001,NAIM60,20200919,150744,48,1,3255,1999,3547,2250,201001/NAIM60/103_WSCT/WSCT0261.JPG
201001,NAIM60,20200919,150844,84,1,3254,2002,3538,2247,201001/NAIM60/103_WSCT/WSCT0262.JPG
201001,NAIM60,20200919,150944,55,1,3256,2005,3541,2246,201001/NAIM60/103_WSCT/WSCT0263.JPG
201001,NAIM60,20200919,151844,39,1,3241,1991,3546,2262,201001/NAIM60/103_WSCT/WSCT0272.JPG
201001,NAIM60,20200919,153044,30,1,1852,753,1933,861,201001/NAIM60/103_WSCT/WSCT0284.JPG
201001,NAIM60,20200919,154244,46,1,3253,2002,3534,2246,201001/NAIM60/103_WSCT/WSCT0296.JPG
201001,NAIM60,20200919,154344,28,1,3255,2001,3549,2249,201001/NAIM60/103_WSCT/WSCT0297.JPG
201001,NAIM60,20200919,154944,53,1,3264,2008,3531,2239,201001/NAIM60/103_WSCT/WSCT0303.JPG
201001,NAIM60,20200919,155044,29,1,3261,2006,3522,2241,201001/NAIM60/103_WSCT/WSCT0304.JPG
201001,NAIM60,20200919,155244,59,1,3260,2002,3530,2244,201001/NAIM60/103_WSCT/WSCT0306.JPG
201001,NAIM60,20200919,155444,27,1,3258,2005,3533,2240,201001/NAIM60/103_WSCT/WSCT0308.JPG
201001,NAIM60,20200919,161244,31,1,3243,1990,3529,2252,201001/NAIM60/103_WSCT/WSCT0326.JPG
201001,NAIM60,20200919,163242,25,1,3250,1976,3597,2260,201001/NAIM60/103_WSCT/WSCT0346.JPG
201001,NAIM60,20200919,163444,31,1,3244,1992,3542,2249,201001/NAIM60/103_WSCT/WSCT0348.JPG
201001,NAIM60,20200919,163844,27,1,3236,1988,3540,2254,201001/NAIM60/103_WSCT/WSCT0352.JPG
201001,NAIM60,20200919,164544,51,1,3234,1986,3535,2254,201001/NAIM60/103_WSCT/WSCT0359.JPG
201001,NAIM60,20200919,165644,56,1,3238,1987,3550,2254,201001/NAIM60/103_WSCT/WSCT0370.JPG
201001,NAIM60,20200919,181244,41,1,3235,1987,3549,2255,201001/NAIM60/103_WSCT/WSCT0446.JPG
201001,NAIM60,20200919,181344,78,1,350,2255,468,2369,201001/NAIM60/103_WSCT/WSCT0447.JPG
201001,NAIM60,20200919,181644,79,1,1399,1792,1497,1910,201001/NAIM60/103_WSCT/WSCT0450.JPG
201001,NAIM60,20200919,182044,55,1,2598,996,2741,1094,201001/NAIM60/103_WSCT/WSCT0454.JPG
201001,NAIM60,20200919,182144,85,1,2871,847,3089,972,201001/NAIM60/103_WSCT/WSCT0455.JPG
201001,NAIM60,20200919,182244,86,1,3275,613,3386,777,201001/NAIM60/103_WSCT/WSCT0456.JPG
201001,NAIM60,20200919,195456,39,1,3,1802,80,1864,201001/NAIM60/103_WSCT/WSCT0548.JPG
