11_01,NAIM36,20210922,120508,50,1,3444,1645,3565,1726,11_01/NAIM36/104_WSCT/WSCT0002.JPG
11_01,NAIM36,20210922,120608,50,1,3481,1637,3578,1733,11_01/NAIM36/104_WSCT/WSCT0003.JPG
11_01,NAIM36,20210922,120808,44,1,2987,2049,3077,2114,11_01/NAIM36/104_WSCT/WSCT0005.JPG
11_01,NAIM36,20210922,121208,47,1,1289,1981,1389,2062,11_01/NAIM36/104_WSCT/WSCT0009.JPG
11_01,NAIM36,20210922,122208,57,1,3478,1653,3574,1737,11_01/NAIM36/104_WSCT/WSCT0019.JPG
11_01,NAIM36,20210922,122508,49,1,1291,1981,1387,2063,11_01/NAIM36/104_WSCT/WSCT0022.JPG
11_01,NAIM36,20210922,122608,45,1,1286,1982,1384,2066,11_01/NAIM36/104_WSCT/WSCT0023.JPG
11_01,NAIM36,20210922,122808,53,1,1290,1980,1386,2063,11_01/NAIM36/104_WSCT/WSCT0025.JPG
11_01,NAIM36,20210922,123208,41,1,1291,1980,1388,2063,11_01/NAIM36/104_WSCT/WSCT0029.JPG
11_01,NAIM36,20210922,123508,52,1,1289,1980,1384,2065,11_01/NAIM36/104_WSCT/WSCT0032.JPG
11_01,NAIM36,20210922,123808,43,1,1287,1982,1383,2064,11_01/NAIM36/104_WSCT/WSCT0035.JPG
11_01,NAIM36,20210922,123908,54,1,1284,1981,1384,2065,11_01/NAIM36/104_WSCT/WSCT0036.JPG
11_01,NAIM36,20210922,124008,62,1,1288,1982,1382,2062,11_01/NAIM36/104_WSCT/WSCT0037.JPG
11_01,NAIM36,20210922,124008,73,1,3648,790,3746,901,11_01/NAIM36/104_WSCT/WSCT0037.JPG
11_01,NAIM36,20210922,124108,57,1,1289,1983,1383,2064,11_01/NAIM36/104_WSCT/WSCT0038.JPG
11_01,NAIM36,20210922,124108,65,1,3717,932,3837,1013,11_01/NAIM36/104_WSCT/WSCT0038.JPG
